tweets|polarity|tweet_long|id|created_date|source|likes|RTs|language|place|user_id|user_name|user_description|followers|followings|user_lists_member|user_total_favourites_count|user_statuses_count|user_created_account|user_location|user_lang
lo dimos todo ❤|1|44,0|1,104174838342656e+18|2019-03-09 00:19:30|Twitter for Android|0,0|0,0|es||118778456,0|Nigisella 💚|Me gusta el arte.|1098,0|1664,0|19,0|44744,0|120216,0|2010-03-01 18:35:48|Santiago|es
que dia mas bonito|1|46,0|1,104174828712575e+18|2019-03-09 00:19:28|Twitter for Android|0,0|0,0|es||7,687833331657933e+17|laaura 🌷|surf livesaving ✨|50,0|63,0|0,0|383,0|282,0|2016-08-25 12:13:24|madrid|es
no queremos mas en la lista|-1|55,0|1,1041748272822723e+18|2019-03-09 00:19:28|Instagram|0,0|0,0|es||88020268,0|Fiorella|Nutricionista APS/Clínica/Educación/Particular. Gestión en Salud. Pro #LactanciaMaterna #Nutrición / #Zanmi 🇭🇹|1864,0|989,0|37,0|3735,0|48639,0|2009-11-06 20:01:31|Santiago|es
a ver si asi nos escuchan ✊🏼💚 en buenos aires argentina|0|128,0|1,1041748260281917e+18|2019-03-09 00:19:27|Instagram|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='018f1cde6bad9747', url='https://api.twitter.com/1.1/geo/id/018f1cde6bad9747.json', place_type='city', name='Ciudad Autónoma de Buenos Aires', full_name='Ciudad Autónoma de Buenos Aires, Argentina', country_code='AR', country='Argentina', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-58.5317922, -34.674453], [-58.353494, -34.674453], [-58.353494, -34.534177], [-58.5317922, -34.534177]]]), attributes={})|480341935,0|Sabrina|👑 Reina del auto-boicot.|141,0|129,0|0,0|6332,0|4493,0|2012-02-01 11:42:14|Buenos Aires, Argentina|es
digan la verdad ustedes son unos incompetentes|-1|115,0|1,1041748218464707e+18|2019-03-09 00:19:26|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='0058b0cb7e695890', url='https://api.twitter.com/1.1/geo/id/0058b0cb7e695890.json', place_type='city', name='Petare', full_name='Petare, Venezuela', country_code='VE', country='Venezuela', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-66.847406, 10.4573479], [-66.7841263, 10.4573479], [-66.7841263, 10.5128183], [-66.847406, 10.5128183]]]), attributes={})|458782948,0|JAN|Mucha música. #linkinpark Este es el tiempo de las posibilidades. Estudiando teología. Apegado a lo justo. Admirador de la belleza. Lo mejor del día café|243,0|643,0|5,0|1110,0|8733,0|2012-01-08 23:11:45|Maracaibo, Venezuela|es
una cadena de diamantes|0|115,0|1,1041748155382292e+18|2019-03-09 00:19:25|Twitter for Android|0,0|1,0|es||2952068475,0|Mayely Castel|AGRADECIDA ☕ LECTORA VARIADA ATENTA A TI SIEMPRE FELIZ DE ÉSTE ENCUENTRO❤|6750,0|2251,0|126,0|193036,0|320578,0|2014-12-30 23:29:59||es
difundimos|0|86,0|1,1041748076613755e+18|2019-03-09 00:19:23|Twitter for Android|0,0|1,0|es||145604652,0|Roberto Cartes|Fotógrafo, Escritor, Periodista, Activista de Prensa en el Subte (Agtsyp), Productor de Radio, 24 años trabajando en el Subte. Instagram: @varondelis|1069,0|678,0|42,0|5784,0|132106,0|2010-05-19 11:18:58|Lanus|es
masivas marchas por el colmaron las calles y las ciudades de la region|0|122,0|1,1041749710881956e+18|2019-03-09 00:20:02|Buffer|0,0|0,0|es||140217913,0|Diario Río Negro|Somos el sitio de noticias más visitado de la Patagonia 🗞️ Facebook https://t.co/66BKoIBc8u Youtube https://t.co/AJKLfTnnGX Instagram https://t.co/3Jxw5Cl9kl|86590,0|953,0|382,0|432,0|85003,0|2010-05-04 22:56:16|Patagonia, Argentina|es
que florezca y se propague 💪🏾🌿|1|111,0|1,1041749671539261e+18|2019-03-09 00:20:01|Twitter for Android|0,0|4,0|es||1723686271,0|Margarita🌼|Colecciono atardeceres, subrayo frases en los libros y no uso brasier. Estudio Periodismo de día y escribo cositas para @LeCuentolaU de noche.|343,0|852,0|1,0|32637,0|7132,0|2013-09-02 22:40:39|Bello, Colombia|es
el cambio es bueno y me comprometo a cambiar paso a paso|1|64,0|1,1041749654217605e+18|2019-03-09 00:20:00|Twitter for Android|0,0|0,0|es||347556717,0|br|no sigan esta cuenta de twitter por favor|451,0|447,0|0,0|7704,0|50837,0|2011-08-03 00:09:00||es
dijimos presente porque queremos una sociedad justa e igualitaria el cambio comenzo y es inevitable|1|||||||||||||||||||
que dia que dia como os quiero💜|1|38,0|1,1041749607828193e+18|2019-03-09 00:19:59|Twitter for iPhone|0,0|0,0|es||428959013,0|blαn|a lost soul swimming in a fish bowl. maestra, o algo, en proceso🌸|395,0|296,0|2,0|12348,0|9697,0|2011-12-05 11:34:43|Atlántica|es
hoy luchamos por nuestros derechos hoy luchamos por y con nosotras|1|116,0|1,1041749593651118e+18|2019-03-09 00:19:59|Twitter for Android|0,0|3,0|es||1672271461,0|Sabri 💚|♒     •Que el dolor de haberte perdido, no me quite la alegría de haberte tenido• 🌷👼|315,0|225,0|0,0|4864,0|10454,0|2013-08-15 04:48:23|jeppener|es
que tan fuerte tienen que gritar 💜💚 💜|1|94,0|1,1041745506470339e+18|2019-03-09 00:18:22|Twitter for iPhone|0,0|0,0|es||2530745491,0|Emi Espindola||273,0|346,0|0,0|766,0|580,0|2014-05-28 19:49:30||es
hoy me senti empoderada marchando junto a mis hermanas 💜✊🏻|1|62,0|1,1041749560012718e+18|2019-03-09 00:19:58|Twitter for iPhone|0,0|0,0|es||346361771,0|Isa tkm🕺🏻|"qlq |♀️IG: AkiraTheRhod"|1554,0|459,0|5,0|61033,0|53132,0|2011-08-01 04:19:07|🇻🇪/🇵🇦|en
abajo los esclavistas derechos laborales para las trabajadoras sexuales|-1|112,0|1,1041749552924877e+18|2019-03-09 00:19:58|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='0161be1b3f98d6c3', url='https://api.twitter.com/1.1/geo/id/0161be1b3f98d6c3.json', place_type='city', name='Bogotá, D.C.', full_name='Bogotá, D.C., Colombia', country_code='CO', country='Colombia', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-74.483288999243, 3.71743200175304], [-74.0040529979154, 3.71743200175304], [-74.0040529979154, 4.80713500387127], [-74.483288999243, 4.80713500387127]]]), attributes={})|1,060928411202392e+18|Instancia Especial de Género para la Paz|Somos la Instancia creada por el Acuerdo Final con las Farc para hacer seguimiento al Enfoque de Género en la implementación de la paz 👵🏳️‍🌈 #MujeresPorLaPaz|297,0|457,0|1,0|42,0|98,0|2018-11-09 16:13:39|Colombia|es
mencion de honor a pablo casado es el patriarcado 👌🏻|1|58,0|1,1041749504564101e+18|2019-03-09 00:19:57|Twitter for Android|0,0|0,0|es||41388965,0|‍🌈 Raquel Berry ‍🌈|24. Friki a tiempo completo y moñas profesional cuando me lo permiten. Altanera, presiosa y orgullosa. En la baraja la reina soy yo.|707,0|865,0|25,0|19728,0|63840,0|2009-05-20 16:12:13|Entre Pawnee y Fiore|es
feminismo liberal hoy y tenemos algo que decirte|0|138,0|1,1040979195510497e+18|2019-03-08 19:13:51|Twitter for iPad|0,0|205,0|es||124985305,0|Suburbano|Si no estás indignado, es que no estás prestando atención|207,0|598,0|9,0|1227,0|8503,0|2010-03-21 08:07:27||es
estamos todos de acuerdo con que representan a una minoria fanatica e inescrupulosa|1|88,0|1,104174946065023e+18|2019-03-09 00:19:56|Twitter for iPhone|0,0|0,0|es||8,77615168649343e+17|LaSinNombre|Abogada. UBA. Anti K - Anti zurdos - Anti cualquiera que atente contra la democracia -#MMIX|637,0|751,0|0,0|2318,0|1262,0|2017-06-21 19:52:16|Argentina|es
me parte el corazon ver como influencers utilizan el para hacer negocio|-1|75,0|1,1041749452303073e+18|2019-03-09 00:19:56|Twitter for Android|0,0|0,0|es||469678027,0|Quisca|Interesante lleva mi nombre.|465,0|316,0|1,0|4527,0|11178,0|2012-01-20 21:26:46|Esta en mi código|es
el trabajo diario de las es fundamental|0|138,0|1,1041749431541187e+18|2019-03-09 00:19:55|Twitter for Android|0,0|9,0|es||7,914198700007547e+17|IMSS TAM|Instituto Mexicano del Seguro Social Delegación Regional Tamaulipas|832,0|104,0|11,0|3404,0|5792,0|2016-10-26 23:22:55|Tamaulipas, México|es
y finalmente se abrieron las grandes alamedas por donde paso la mujer libre|1|124,0|1,104174942726312e+18|2019-03-09 00:19:55|Twitter for Android|0,0|3,0|es||151977321,0|Mónica López|25. Medio Inusual y despistada. Soprano amante de la música, el arte y la escritura.|252,0|277,0|3,0|3322,0|10342,0|2010-06-04 19:01:21||es
nos quisieron enterrar pero no sabian que eramos semillas 💜|-1|103,0|1,1041749423110595e+18|2019-03-09 00:19:55|Twitter for iPhone|0,0|2,0|es||7,250013124091453e+17|Αλίκη ÷|multiply is green, divide is blue, you need me man i don't need you ♀|152,0|273,0|0,0|6502,0|5959,0|2016-04-26 16:39:17|bibia be ye ye|es
la gran marcha feminista 💪|1|54,0|1,104174940331434e+18|2019-03-09 00:19:55|Twitter for Android|0,0|0,0|es||71362523,0|Vero|Periodista. La educación pública, gratuita y de calidad me desvela. Creo que la educación no cambia el mundo, cambia a las personas que van a cambiar el mundo.|1341,0|1642,0|18,0|5555,0|60210,0|2009-09-03 21:21:33||es
vigo respondio una vez mas fotones de|0|98,0|1,1041751078477169e+18|2019-03-09 00:20:34|Twitter for Android|0,0|4,0|es||124014507,0|Ana Blasco|Periodista en Faro de Vigo|367,0|679,0|4,0|190,0|768,0|2010-03-17 23:58:21|Vigo|es
para el machote machete ya si no hay justicia se la vamos a cortar✊🏽💜|-1|75,0|1,1041751011787284e+18|2019-03-09 00:20:33|Twitter for iPhone|0,0|0,0|es||258045247,0|bri||1317,0|471,0|3,0|13079,0|23274,0|2011-02-26 21:02:07|Argentina|es
nunca tendran la comodidad de nuestro silencio otra vez 💜✊🏻|0|||||||||||||||||||
paramos y movilizamos 💜✌|-1|107,0|1,104175099052245e+18|2019-03-09 00:20:32|Twitter for Android|0,0|3,0|es||275610731,0|La niña Bart ⏃9¾|Militar hasta que lo imposible se vuelva inevitable. Piba de @lacamporalomas, estudiante universitaria. kirchnerista. De chica quería ser astronauta👩🏽‍🚀🚀|778,0|1161,0|3,0|7772,0|8090,0|2011-04-01 16:43:46|argentina|es
paramos y movilizamos vivas libres unidas y gobernando nos queremos 💜|1|116,0|1,1041750968250696e+18|2019-03-09 00:20:32|Twitter for iPhone|0,0|30,0|es||4229598682,0|Alicia Diaz||728,0|979,0|8,0|3288,0|89976,0|2015-11-19 21:50:22||es
almas que lindo por la cresta 😭|1|67,0|1,1041750920016568e+18|2019-03-09 00:20:31|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='0010b4cb51ca93d8', url='https://api.twitter.com/1.1/geo/id/0010b4cb51ca93d8.json', place_type='city', name='Santiago', full_name='Santiago, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-70.6929589, -33.4785739], [-70.6262719, -33.4785739], [-70.6262719, -33.4257485], [-70.6929589, -33.4257485]]]), attributes={})|37696187,0|Francisca Solar|Escritora y periodista. Besada por el fuego según G.R.R. Martin, mi aroma vuelve loco al mundo según Patrick Suskind y no tengo alma según South Park.|25117,0|2210,0|430,0|11296,0|68873,0|2009-05-04 16:31:53|Santiago, Chile|es
encolumnadas para marchar|0|96,0|1,1041750914898739e+18|2019-03-09 00:20:31|Twitter for Android|0,0|2,0|es||584071774,0|Laura García Vázquez|Secretaria Adjunta @cta_autonoma prov.Buenos Aires militante del Polo Social @causa_nacional El que no quiere a su Patria no quiere a su madre|12053,0|7034,0|59,0|56334,0|19326,0|2012-05-18 18:59:34|Bahía Blanca - Argentina|es
en argentina casi la mitad de las mujeres no participa del mercado laboral|0|116,0|1,1041750911544074e+18|2019-03-09 00:20:30|Twitter for Android|0,0|11,0|es||90462463,0|Nat 😊💪|El que abandona no tiene premio. Rafaelina siempre.|1355,0|1061,0|64,0|69845,0|92766,0|2009-11-16 19:19:15|Argentina|es
familias de victimas de feminicidio se manifiestan en el|0|130,0|1,1041750890236805e+18|2019-03-09 00:20:30|Twitter for iPhone|0,0|6,0|es||178053763,0|🦉Yam🐯🐾|"🔎Curadora|Historiadora de arte ⏩⏩⏩ 🧜🏽‍♀️💚Feminista💚 -🌹Being a Chingona is Exhausting🌹"|512,0|815,0|11,0|16154,0|13476,0|2010-08-13 19:07:30|Reclaiming my time!|en
cuando una mujer avanza no hay hombre que retroceda|0|57,0|1,104175088910381e+18|2019-03-09 00:20:30|Twitter for Android|0,0|0,0|es||9,4245087241984e+17|Francisco Rodríguez|Licenciado Historia UDP Esgrimista, Foil Fencer. CHI 🇨🇱 🐐|5,0|167,0|0,0|41,0|48,0|2017-12-17 17:46:12||es
salamanca en las calles 💜|0|68,0|1,1041750840534262e+18|2019-03-09 00:20:29|Twitter for iPhone|0,0|9,0|es||2279183131,0|carmen|lo que sea pero intenso 🌱🌍 álamo. dewony|948,0|400,0|20,0|55578,0|89475,0|2014-01-06 14:44:04|slmnc-sayago|es
libertad igualdad seguridad empatia es lo que queremos|1|87,0|1,1041750804672389e+18|2019-03-09 00:20:28|Twitter for Android|0,0|0,0|es||245631573,0|Eli|ríe en la noche y achina los ojos morochos más lindo que vi|367,0|525,0|0,0|9662,0|7709,0|2011-02-01 03:43:07|Montes - Uruguay|es
locas decian q eramos aqui estamos todas|0|71,0|1,1041750782107034e+18|2019-03-09 00:20:27|Twitter for iPad|0,0|0,0|es||209750246,0|ESTELA|bruja|691,0|481,0|3,0|12933,0|15056,0|2010-10-29 21:08:31|Las Palmas de Gran Canaria, España|es
las mujeres estais siendo el ejemplo de la lucha por los derechos civiles en espana|1|97,0|1,1041750727917486e+18|2019-03-09 00:20:26|Twitter for Android|0,0|0,0|es||1,0500787661926236e+18|Marc Newton|Creador de fantasías en papel y vídeo|0,0|51,0|0,0|44,0|250,0|2018-10-10 17:41:02|Barcelona|es
la companera hoy en el|0|132,0|1,1041750713404457e+18|2019-03-09 00:20:26|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='07d9f32e37885000', url='https://api.twitter.com/1.1/geo/id/07d9f32e37885000.json', place_type='poi', name='Centro Cultural Pasaje Dardo Rocha', full_name='Centro Cultural Pasaje Dardo Rocha', country_code='AR', country='Argentina', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-57.94948488132532, -34.91406821387782], [-57.94948488132532, -34.91406821387782], [-57.94948488132532, -34.91406821387782], [-57.94948488132532, -34.91406821387782]]]), attributes={})|1,0676315773441516e+18|Juan Pablo Herrera|Militante en @UniCiudadanaAR. Estudiante de Sociología (UNLP). Platense.|133,0|835,0|0,0|1070,0|564,0|2018-11-28 04:09:38|La Plata, Argentina|es
no nos callan mas 💜|-1|58,0|1,1041750688364339e+18|2019-03-09 00:20:25|Twitter for Android|0,0|0,0|es||90257935,0|Carolina Abuin|Algo se me va a ocurrir.|154,0|459,0|0,0|4432,0|9348,0|2009-11-15 22:00:06||es
hoy mas que nunca orgullosa de mi tierra|1|100,0|1,1041750667980882e+18|2019-03-09 00:20:25|Twitter for Android|0,0|3,0|es||363089230,0|Natalia Belmonte|🎓Jurista. 👗Patronista y alma Flamenca. 🏡Granada. 💜 La revolución será feminista o no será. #radfem ☆Keep your Heels, Head and Standards high!☆ - GC|134,0|286,0|2,0|979,0|8144,0|2011-08-27 14:21:57||es
de marcho|0|15,0|1,1041750666721772e+18|2019-03-09 00:20:25|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='01d461fd3da860bd', url='https://api.twitter.com/1.1/geo/id/01d461fd3da860bd.json', place_type='city', name='Providencia', full_name='Providencia, Chile', country_code='CL', country='Chile', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-70.6376924, -33.4499729], [-70.5838263, -33.4499729], [-70.5838263, -33.4089971], [-70.6376924, -33.4089971]]]), attributes={})|36770255,0|Raúl Fernández|ICII. Materializado ideas para un transporte público más moderno y sustentable. Emprendedor. Ganadero part-time. Agradecido. Nací en la tierra del piñón.|722,0|1466,0|14,0|1661,0|8501,0|2009-04-30 20:56:30|Santiago, Chile|es
hoy mas que nunca la lucha es nuestra 💜|1|90,0|1,1041750600242012e+18|2019-03-09 00:20:23|Twitter for iPhone|0,0|1,0|es||2931869589,0|Lily Jean||252,0|639,0|3,0|1335,0|15326,0|2014-12-19 11:57:09||es
aqui las chicas|0|||||||||||||||||||
el dodle de gogle es lo mas bonito del mundo|1|50,0|1,1041752379843707e+18|2019-03-09 00:21:05|Twitter Web Client|0,0|0,0|es||608821883,0|Nany|Disfruto eso de andar tomando fotos.|145,0|161,0|1,0|903,0|2609,0|2012-06-15 06:08:33|Chihuahua, México|es
jornada de lucha|0|94,0|1,1041752377368781e+18|2019-03-09 00:21:05|Twitter Web Client|0,0|11,0|es||151944321,0|Karina Elizabeth James|Comunicadora. Feminista Diversa pero no Dispersa ! Sin Aborto Legal No Hay Ni Una Menos 💚 DIVERSITAS por Radio Sudaca 105.3 https://t.co/Juliy1MMC9 💜|1261,0|2832,0|9,0|5591,0|12158,0|2010-06-04 17:08:08|Patagonia Argentina - Trelew|es
hilo un pequeno homenaje a mujeres del chile contemporaneo en este de marzo|0|||||||||||||||||||
en la ciudad de buenos aires argentina 💪|0|96,0|1,1041752254685348e+18|2019-03-09 00:21:02|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='018f1cde6bad9747', url='https://api.twitter.com/1.1/geo/id/018f1cde6bad9747.json', place_type='city', name='Ciudad Autónoma de Buenos Aires', full_name='Ciudad Autónoma de Buenos Aires, Argentina', country_code='AR', country='Argentina', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-58.5317922, -34.674453], [-58.353494, -34.674453], [-58.353494, -34.534177], [-58.5317922, -34.534177]]]), attributes={})|75012151,0|Graciela Palacio|Socia e hincha de River Plate desde la cuna hasta el cajon ⚪🔴⚪ LO SIMPLE ES DISTINGUIDO, SIEMPRE🎸2⃣5⃣|1311,0|607,0|20,0|22408,0|54253,0|2009-09-17 13:31:55|Ciudad Autónoma de Buenos Aire|es
feliz dia hoy celebramos ser mujeres|1|96,0|1,1040822426603725e+18|2019-03-08 18:11:34|Twitter Web App|0,0|13,0|es||2907632003,0|Fico Ruiz|Padre,esposo, pastor,maestro,lider motivacional, por sobre todo hijo de Dios!|334,0|494,0|2,0|1660,0|1334,0|2014-12-06 11:46:14|Tucumán, Argentina|es
realmente somos mas que la chucha|1|61,0|1,104175222813528e+18|2019-03-09 00:21:02|Twitter for iPhone|0,0|0,0|es||7,29118308314669e+17|𝐚 𝐧 𝐭 𝐨|más chilena que los porotos y más bilingüe que open english [eng/esp]|949,0|908,0|27,0|23338,0|40362,0|2016-05-08 01:18:45|soda line’s lovechild|es
ahora|0|90,0|1,104155916742656e+18|2019-03-08 23:04:19|Twitter for Android|0,0|5,0|es||2419737762,0|Maravé|No existe la neutralidad política|898,0|1464,0|5,0|47009,0|38748,0|2014-03-31 00:56:17|Ciudad Autónoma de Buenos Aire|es
recordatorio 💜 🇵🇾|0|89,0|1,1041752183256801e+18|2019-03-09 00:21:01|Twitter for iPhone|0,0|0,0|es||63547525,0|Marilé Unger 💜|And in the end, the love you take is equal to the love you make. #Feminista. En 📻 estoy en @RQPPARAGUAY de 8 a 12 de L a V!|22460,0|1955,0|36,0|34633,0|56584,0|2009-08-06 21:37:54||en
el que siempre estuvo hoy tambien esta gracias por compartir este dia con las socias de river ❤|1|||||||||||||||||||
buenos aires argentina|0|67,0|1,104175202940928e+18|2019-03-09 00:20:57|Twitter for Android|0,0|16,0|es||2285982750,0|Belen|✨Oriana✨|467,0|135,0|7,0|3927,0|19867,0|2014-01-11 02:47:26|Argentina|es
el ejercito llego a la marcha feminista estan todavia en el camion atentas|0|81,0|1,1041752025926738e+18|2019-03-09 00:20:57|Twitter for Android|0,0|0,0|es||68264637,0|Victoria|Un día me fui de mi rancho y no volví a ser la misma. Lo personal es político. Internacionalista. Feminazgul. Chingona. Eso no lo digo yo, lo dice Marx.|1121,0|545,0|71,0|7459,0|65341,0|2009-08-23 23:25:59|CDMX, TJ, CLN|es
grito y lucho por vos y se que vos lo haras por mi nos tenemos 💜💚💪🏼|1|112,0|1,1041751998748918e+18|2019-03-09 00:20:56|Twitter Web App|0,0|1,0|es||127024291,0|Romina 💚|Lo peor que puede pasarnos es nada • seen live #Jonas #Demi #onedi #edsheeran ♡ Michas&Bohemia ∞ Turismo|961,0|1198,0|71,0|2404,0|38879,0|2010-03-27 19:56:56|Buenos Aires, Argentina ✈|es
este hilo me rompio el corazon justicia por las que no volvieron|-1|108,0|1,1041751972618854e+18|2019-03-09 00:20:56|Twitter for Android|0,0|5,0|es||7,536850573117399e+17|äna|snap:anirey2665 JUDO❤ 💚✊|710,0|536,0|0,0|16098,0|40594,0|2016-07-14 20:18:15|Venado Tuerto, Argentina|es
ha sido muy emocionante vivirlo con cientos de miles de mujeres 💜|1|118,0|1,1041751949592412e+18|2019-03-09 00:20:55|Twitter for iPhone|0,0|0,0|es||259293263,0|Ana Carrillo Pozas|Comunicación y marketing digital en @decidemadrid de @madrid - Antes RRSS, web & intranet manager en @BNE_biblioteca • Participación Ciudadana • Bibliotecas|2171,0|2110,0|238,0|11522,0|10206,0|2011-03-01 15:24:26|Madrid|es
un orgullo que el feminismo radical haya figurado este en de julio💜🐚|1|113,0|1,104175194736939e+18|2019-03-09 00:20:55|Twitter for Android|0,0|9,0|es||1,0414937968386785e+18|lupita🔥|Artista –bailarina y pintora–.     💚Feminismo del que incómoda.   ¡Aguante la birra manga de caretas!🍻|724,0|1039,0|0,0|1676,0|600,0|2018-09-17 01:07:25|Quilmes, Argentina|es
en la marchamos las|0|91,0|1,1041753641656238e+18|2019-03-09 00:21:36|Twitter for Android|0,0|2,0|es||89519706,0|#VivasNosQueremos ♀️|Socióloga, Feminista y miro el mundo desde abajo Integrante del directorio del @ObservatorioGE #NoMásViolenciaMachista|5691,0|1560,0|53,0|5842,0|81950,0|2009-11-12 19:28:57|Santiago de Chile|es
es que sale mas barato regalar flores y decir cursilerias que pagarle a las mujeres el mismo salario que a los hombres |-1|||||||||||||||||||
soy la unica que se emociona al ver esto|1|86,0|1,1041006036288471e+18|2019-03-08 19:24:31|Twitter for iPhone|0,0|1,0|es||1,0157606973582746e+18|Soff|"De la Tierra hasta Un nuevo lugar 🧚‍♀️🚀| Marta Sango ✨✨"|436,0|421,0|5,0|11012,0|23457,0|2018-07-08 00:53:17|London, England|en
soy mujer por la universidad de harvard|0|125,0|1,1041753425860772e+18|2019-03-09 00:21:30|Twitter for iPhone|0,0|1,0|es||9,100673367738819e+17|Esmeralda 🦋🦄🐠🐬🍄🍁|Defensora de las causas perdidas. Amante de la naturaleza.|193,0|124,0|0,0|32194,0|18672,0|2017-09-19 09:05:36||es
manifestacion estudiantil para que las hijas de las obreras puedan estudiar|0|135,0|1,1041753419527373e+18|2019-03-09 00:21:30|Twitter for Android|0,0|1,0|es||363089230,0|Natalia Belmonte|🎓Jurista. 👗Patronista y alma Flamenca. 🏡Granada. 💜 La revolución será feminista o no será. #radfem ☆Keep your Heels, Head and Standards high!☆ - GC|134,0|286,0|2,0|979,0|8146,0|2011-08-27 14:21:57||es
me gustas cuando marchas porque estas como presente ❤|1|133,0|1,1041753403128218e+18|2019-03-09 00:21:30|Twitter Web App|0,0|0,0|es||61402059,0|Fabian Prado|Emprendedor Tech, Fundador #PagaloAsi, CTO Puntospoint y @efizity. Rockero, colocolino, guitarrista frustrado, comentarista de todo lo que me interesa...|307,0|486,0|6,0|964,0|3306,0|2009-07-30 05:33:12|Chile|en
que bonito es dejarse la voz para estas cosas|1|70,0|1,1041753397339628e+18|2019-03-09 00:21:30|Twitter for Android|0,0|0,0|es|Place(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, id='206c436ce43a43a3', url='https://api.twitter.com/1.1/geo/id/206c436ce43a43a3.json', place_type='city', name='Madrid', full_name='Madrid, Spain', country_code='ES', country='Spain', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020710F7C7B8>, type='Polygon', coordinates=[[[-3.8890049, 40.3120713], [-3.5180102, 40.3120713], [-3.5180102, 40.6435181], [-3.8890049, 40.6435181]]]), attributes={})|9,833500499367404e+17|Luu🥀|Muy a lo mio.|92,0|62,0|0,0|17837,0|4153,0|2018-04-09 14:24:56|Comunidad de Madrid, España|es
hemos vuelto a escribir una pagina en la historia continuemos luchando hermanas 💪🏽💜|1|133,0|1,1041753357158072e+18|2019-03-09 00:21:29|Twitter for iPhone|0,0|2,0|es||413352230,0|ⓝⓐⓓⓘⓐ|"Capítulo 24. Maestra de Educación Infantil. Fangirl nivel pro. SOÑADORA SIN REMEDIO |Arquitecta de vidas y sueños|"|801,0|633,0|16,0|6229,0|84835,0|2011-11-15 19:45:32|Toledo, España|es
plenario de la mujertrabajadora en la ciudad de el calafate|0|117,0|1,1041135364003471e+18|2019-03-08 20:15:55|Twitter for Android|0,0|1,0|es||9,130270711312097e+17|ATE PTO DESEADO||137,0|189,0|0,0|181,0|282,0|2017-09-27 13:06:31|Puerto Deseado,Santa Cruz|es
un ano mas de en el 💜💚|0|82,0|1,1041753240053637e+18|2019-03-09 00:21:26|Twitter for Android|0,0|12,0|es||2781565421,0|Barbilandia⚡|Pies para que los quiero si tengo alas para volar 💚 #SeVaACaer|204,0|152,0|1,0|9737,0|11653,0|2014-09-23 17:53:42|Argentina|es
mujer te quiero empoderada libre linda y loca💚✊|1|71,0|1,1041755055683379e+18|2019-03-09 00:22:09|Twitter for Android|0,0|8,0|es||502346928,0|F E R|18. Una pendeja que hace de vieja|1200,0|1694,0|0,0|7634,0|33847,0|2012-02-25 01:51:46|En la Ciudad de la Furia|es
por las que nunca llegaron|0|57,0|1,1041755015795589e+18|2019-03-09 00:22:08|Twitter for iPhone|0,0|0,0|es||443805362,0|sol|futura psicóloga (ojalá)|1319,0|596,0|3,0|12531,0|48193,0|2011-12-22 15:20:56||es
lo han petado ellas solitas|1|72,0|1,1041754990462403e+18|2019-03-09 00:22:08|Twitter for iPhone|0,0|11,0|es||429171989,0|Badayco Cáceres|"•Potrei dirti che sei la cosa migliore della mia vita, ma sei molto di più ♡ 9712 ∞ te baccam♡ |🦁🤙🏾| UD Las Palmas 💛💙 |✝|"|329,0|420,0|8,0|13588,0|19522,0|2011-12-05 17:05:47|Las Palmas de Gran Canaria, España|es
vamos companeras 🤘🏾|1|94,0|1,1041754937698181e+18|2019-03-09 00:22:06|Twitter for Android|0,0|1,0|es||2952068475,0|Mayely Castel|AGRADECIDA ☕ LECTORA VARIADA ATENTA A TI SIEMPRE FELIZ DE ÉSTE ENCUENTRO❤|6750,0|2251,0|126,0|193041,0|320591,0|2014-12-30 23:29:59||es
